Statistical profiling result from nobloq.log, (5187 ticks, 11 unaccounted, 0 excluded).

 [Shared libraries]:
   ticks  total  nonlib   name
      1   20.0%            Function: ^Module.require node:internal/modules/cjs/loader:997:36
      8   40.0%      Function: ^toRealPath node:internal/modules/cjs/loader:393:20
      8  100.0%        Function: ^tryFile node:internal/modules/cjs/loader:384:17
      6   75.0%          Function: ^tryExtensions node:internal/modules/cjs/loader:400:23
      5   83.3%            Function: ^tryPackage node:internal/modules/cjs/loader:338:20
      1   16.7%            Function: ^Module._findPath node:internal/modules/cjs/loader:494:28
      2   25.0%          Function: ^tryPackage node:internal/modules/cjs/loader:338:20
      1   50.0%            LazyCompile: *Module._findPath node:internal/modules/cjs/loader:494:28
      1   50.0%            Function: ^Module._findPath node:internal/modules/cjs/loader:494:28

    901   17.4%  T node::contextify::ContextifyContext::CompileFunction(v8::FunctionCallbackInfo<v8::Value> const&)
    901  100.0%    t std::__1::vector<std::__1::basic_string<char, std::__1::char_traits<char>, std::__1::allocator<char> >, std::__1::allocator<std::__1::basic_string<char, std::__1::char_traits<char>, std::__1::allocator<char> > > >::push_back(std::__1::basic_string<char, std::__1::char_traits<char>, std::__1::allocator<char> >&&)
    893   99.1%      Function: ^compileFunction node:vm:308:25
    883   98.9%        Function: ^wrapSafe node:internal/modules/cjs/loader:1017:18
    881   99.8%          Function: ^Module._compile node:internal/modules/cjs/loader:1055:37
    865   98.2%            Function: ^Module._extensions..js node:internal/modules/cjs/loader:1110:37
     16    1.8%            LazyCompile: ~Module._extensions..js node:internal/modules/cjs/loader:1110:37

    790   15.2%  t node::fs::Read(v8::FunctionCallbackInfo<v8::Value> const&)
    789   99.9%    t std::__1::vector<std::__1::basic_string<char, std::__1::char_traits<char>, std::__1::allocator<char> >, std::__1::allocator<std::__1::basic_string<char, std::__1::char_traits<char>, std::__1::allocator<char> > > >::push_back(std::__1::basic_string<char, std::__1::char_traits<char>, std::__1::allocator<char> >&&)
    782   99.1%      Function: ^readSync node:fs:684:18
    615   78.6%        Function: ^tryReadSync node:fs:429:21
    615  100.0%          Function: ^readFileSync node:fs:450:22
    594   96.6%            Function: ^Module._extensions..js node:internal/modules/cjs/loader:1110:37
     16    2.6%            LazyCompile: ~Module._extensions..js node:internal/modules/cjs/loader:1110:37
    166   21.2%        LazyCompile: *readFileSync node:fs:450:22
    166  100.0%          Function: ^Module._extensions..js node:internal/modules/cjs/loader:1110:37
    166  100.0%            LazyCompile: *Module._load node:internal/modules/cjs/loader:757:24

    129    2.5%  /usr/lib/system/libsystem_kernel.dylib
     78   60.5%    LazyCompile: *readSync node:fs:684:18
     69   88.5%      LazyCompile: *readFileSync node:fs:450:22
     69  100.0%        Function: ^Module._extensions..js node:internal/modules/cjs/loader:1110:37
     69  100.0%          LazyCompile: *Module._load node:internal/modules/cjs/loader:757:24
     69  100.0%            LazyCompile: *Module.require node:internal/modules/cjs/loader:997:36
      9   11.5%      Function: ^tryReadSync node:fs:429:21
      9  100.0%        Function: ^readFileSync node:fs:450:22
      8   88.9%          Function: ^fileLoader /Users/cristianmarcos/Dropbox/Web Development/Coder House/Back-end/Desafios/Proyecto Final/node_modules/ejs/lib/ejs.js:290:20
      8  100.0%            Function: ^handleCache /Users/cristianmarcos/Dropbox/Web Development/Coder House/Back-end/Desafios/Proyecto Final/node_modules/ejs/lib/ejs.js:208:21
      1   11.1%          LazyCompile: ~fileLoader /Users/cristianmarcos/Dropbox/Web Development/Coder House/Back-end/Desafios/Proyecto Final/node_modules/ejs/lib/ejs.js:290:20
      1  100.0%            LazyCompile: ~handleCache /Users/cristianmarcos/Dropbox/Web Development/Coder House/Back-end/Desafios/Proyecto Final/node_modules/ejs/lib/ejs.js:208:21
     29   22.5%    LazyCompile: *readFileSync node:fs:450:22
     29  100.0%      Function: ^Module._extensions..js node:internal/modules/cjs/loader:1110:37
     29  100.0%        LazyCompile: *Module._load node:internal/modules/cjs/loader:757:24
     16   55.2%          LazyCompile: *Module.require node:internal/modules/cjs/loader:997:36
     16  100.0%            Function: ^require node:internal/modules/cjs/helpers:101:31
     13   44.8%          Function: ^Module.require node:internal/modules/cjs/loader:997:36
     13  100.0%            Function: ^require node:internal/modules/cjs/helpers:101:31
      4    3.1%    t std::__1::vector<std::__1::basic_string<char, std::__1::char_traits<char>, std::__1::allocator<char> >, std::__1::allocator<std::__1::basic_string<char, std::__1::char_traits<char>, std::__1::allocator<char> > > >::push_back(std::__1::basic_string<char, std::__1::char_traits<char>, std::__1::allocator<char> >&&)
      1   25.0%      LazyCompile: ~module.exports /Users/cristianmarcos/Dropbox/Web Development/Coder House/Back-end/Desafios/Proyecto Final/node_modules/express/node_modules/qs/lib/parse.js:222:27
      1  100.0%        LazyCompile: ~parseExtendedQueryString /Users/cristianmarcos/Dropbox/Web Development/Coder House/Back-end/Desafios/Proyecto Final/node_modules/express/lib/utils.js:291:34
      1  100.0%          LazyCompile: ~query /Users/cristianmarcos/Dropbox/Web Development/Coder House/Back-end/Desafios/Proyecto Final/node_modules/express/lib/middleware/query.js:39:24
      1  100.0%            LazyCompile: ~handle /Users/cristianmarcos/Dropbox/Web Development/Coder House/Back-end/Desafios/Proyecto Final/node_modules/express/lib/router/layer.js:86:49
      1   25.0%      LazyCompile: ~<anonymous> /Users/cristianmarcos/Dropbox/Web Development/Coder House/Back-end/Desafios/Proyecto Final/node_modules/mongodb/lib/cmap/connection_pool.js:264:23
      1  100.0%        LazyCompile: ~<anonymous> /Users/cristianmarcos/Dropbox/Web Development/Coder House/Back-end/Desafios/Proyecto Final/node_modules/mongodb/lib/cmap/connection_pool.js:456:32
      1  100.0%          LazyCompile: ~<anonymous> /Users/cristianmarcos/Dropbox/Web Development/Coder House/Back-end/Desafios/Proyecto Final/node_modules/mongodb/lib/cmap/connection_pool.js:363:44
      1  100.0%            LazyCompile: ~callback /Users/cristianmarcos/Dropbox/Web Development/Coder House/Back-end/Desafios/Proyecto Final/node_modules/mongodb/lib/cmap/connect.js:48:31
      1   25.0%      LazyCompile: ~<anonymous> /Users/cristianmarcos/Dropbox/Web Development/Coder House/Back-end/Desafios/Proyecto Final/node_modules/mongodb/lib/cmap/connect.js:16:29
      1  100.0%        LazyCompile: ~callback /Users/cristianmarcos/Dropbox/Web Development/Coder House/Back-end/Desafios/Proyecto Final/node_modules/mongodb/lib/cmap/connect.js:239:31
      1  100.0%          LazyCompile: ~connectHandler /Users/cristianmarcos/Dropbox/Web Development/Coder House/Back-end/Desafios/Proyecto Final/node_modules/mongodb/lib/cmap/connect.js:270:28
      1  100.0%            LazyCompile: ~onceWrapper node:events:504:21
      1   25.0%      Function: ~<anonymous> /Users/cristianmarcos/Dropbox/Web Development/Coder House/Back-end/Desafios/Proyecto Final/node_modules/mongoose/lib/drivers/node-mongodb-native/decimal128.js:1:1
      1  100.0%        Function: ^Module._compile node:internal/modules/cjs/loader:1055:37
      1  100.0%          Function: ^Module._extensions..js node:internal/modules/cjs/loader:1110:37
      1  100.0%            Function: ^Module.load node:internal/modules/cjs/loader:969:33
      2    1.6%    LazyCompile: *compileFunction node:vm:308:25
      1   50.0%      LazyCompile: *Module._compile node:internal/modules/cjs/loader:1055:37
      1  100.0%        Function: ^Module._extensions..js node:internal/modules/cjs/loader:1110:37
      1  100.0%          LazyCompile: *Module._load node:internal/modules/cjs/loader:757:24
      1  100.0%            LazyCompile: *Module.require node:internal/modules/cjs/loader:997:36
      1   50.0%      Function: ^wrapSafe node:internal/modules/cjs/loader:1017:18
      1  100.0%        Function: ^Module._compile node:internal/modules/cjs/loader:1055:37
      1  100.0%          Function: ^Module._extensions..js node:internal/modules/cjs/loader:1110:37
      1  100.0%            LazyCompile: *Module._load node:internal/modules/cjs/loader:757:24

    117    2.3%  t node::fs::Open(v8::FunctionCallbackInfo<v8::Value> const&)
    117  100.0%    t std::__1::vector<std::__1::basic_string<char, std::__1::char_traits<char>, std::__1::allocator<char> >, std::__1::allocator<std::__1::basic_string<char, std::__1::char_traits<char>, std::__1::allocator<char> > > >::push_back(std::__1::basic_string<char, std::__1::char_traits<char>, std::__1::allocator<char> >&&)
    117  100.0%      Function: ^openSync node:fs:576:18
    117  100.0%        Function: ^readFileSync node:fs:450:22
     68   58.1%          Function: ^Module._extensions..js node:internal/modules/cjs/loader:1110:37
     40   58.8%            Function: ^Module.load node:internal/modules/cjs/loader:969:33
     28   41.2%            LazyCompile: *Module._load node:internal/modules/cjs/loader:757:24
     48   41.0%          Function: ^fileLoader /Users/cristianmarcos/Dropbox/Web Development/Coder House/Back-end/Desafios/Proyecto Final/node_modules/ejs/lib/ejs.js:290:20
     47   97.9%            Function: ^handleCache /Users/cristianmarcos/Dropbox/Web Development/Coder House/Back-end/Desafios/Proyecto Final/node_modules/ejs/lib/ejs.js:208:21
      1    2.1%            LazyCompile: ~handleCache /Users/cristianmarcos/Dropbox/Web Development/Coder House/Back-end/Desafios/Proyecto Final/node_modules/ejs/lib/ejs.js:208:21

    103    2.0%  /usr/lib/system/libsystem_pthread.dylib
     52   50.5%    LazyCompile: *compileFunction node:vm:308:25
     32   61.5%      LazyCompile: *Module._compile node:internal/modules/cjs/loader:1055:37
     32  100.0%        Function: ^Module._extensions..js node:internal/modules/cjs/loader:1110:37
     32  100.0%          LazyCompile: *Module._load node:internal/modules/cjs/loader:757:24
     24   75.0%            LazyCompile: *Module.require node:internal/modules/cjs/loader:997:36
      8   25.0%            Function: ^Module.require node:internal/modules/cjs/loader:997:36
     20   38.5%      Function: ^wrapSafe node:internal/modules/cjs/loader:1017:18
     20  100.0%        Function: ^Module._compile node:internal/modules/cjs/loader:1055:37
     20  100.0%          Function: ^Module._extensions..js node:internal/modules/cjs/loader:1110:37
     20  100.0%            LazyCompile: *Module._load node:internal/modules/cjs/loader:757:24
     49   47.6%    t std::__1::vector<std::__1::basic_string<char, std::__1::char_traits<char>, std::__1::allocator<char> >, std::__1::allocator<std::__1::basic_string<char, std::__1::char_traits<char>, std::__1::allocator<char> > > >::push_back(std::__1::basic_string<char, std::__1::char_traits<char>, std::__1::allocator<char> >&&)
      3    6.1%      t std::__1::vector<std::__1::basic_string<char, std::__1::char_traits<char>, std::__1::allocator<char> >, std::__1::allocator<std::__1::basic_string<char, std::__1::char_traits<char>, std::__1::allocator<char> > > >::push_back(std::__1::basic_string<char, std::__1::char_traits<char>, std::__1::allocator<char> >&&)
      2   66.7%        LazyCompile: ~callSiteToString /Users/cristianmarcos/Dropbox/Web Development/Coder House/Back-end/Desafios/Proyecto Final/node_modules/depd/lib/compat/index.js:21:76
      2  100.0%          LazyCompile: ~get /Users/cristianmarcos/Dropbox/Web Development/Coder House/Back-end/Desafios/Proyecto Final/node_modules/depd/lib/compat/index.js:54:16
      2  100.0%            Function: ~<anonymous> /Users/cristianmarcos/Dropbox/Web Development/Coder House/Back-end/Desafios/Proyecto Final/node_modules/depd/index.js:1:1
      1   33.3%        LazyCompile: ~resolveOptions /Users/cristianmarcos/Dropbox/Web Development/Coder House/Back-end/Desafios/Proyecto Final/node_modules/mongodb/lib/utils.js:824:24
      1  100.0%          LazyCompile: ~createIndex /Users/cristianmarcos/Dropbox/Web Development/Coder House/Back-end/Desafios/Proyecto Final/node_modules/mongodb/lib/collection.js:255:16
      1  100.0%            LazyCompile: ~setAutoRemove /Users/cristianmarcos/Dropbox/Web Development/Coder House/Back-end/Desafios/Proyecto Final/node_modules/connect-mongo/build/main/lib/MongoStore.js:138:18
      3    6.1%      LazyCompile: ~realpathSync node:fs:2408:22
      3  100.0%        LazyCompile: ~toRealPath node:internal/modules/cjs/loader:393:20
      3  100.0%          LazyCompile: ~Module._findPath node:internal/modules/cjs/loader:494:28
      3  100.0%            LazyCompile: ~resolveMainPath node:internal/modules/run_main:11:25
      3    6.1%      LazyCompile: ~patchProcessObject node:internal/bootstrap/pre_execution:82:28
      3  100.0%        LazyCompile: ~prepareMainThreadExecution node:internal/bootstrap/pre_execution:23:36
      3  100.0%          Function: ~<anonymous> node:internal/main/run_main_module:1:1
      2    4.1%      LazyCompile: ~setStreamTimeout node:internal/stream_base_commons:254:26
      2  100.0%        LazyCompile: ~makeConnection /Users/cristianmarcos/Dropbox/Web Development/Coder House/Back-end/Desafios/Proyecto Final/node_modules/mongodb/lib/cmap/connect.js:227:24
      2  100.0%          LazyCompile: ~connect /Users/cristianmarcos/Dropbox/Web Development/Coder House/Back-end/Desafios/Proyecto Final/node_modules/mongodb/lib/cmap/connect.js:15:17
      2  100.0%            LazyCompile: ~checkServer /Users/cristianmarcos/Dropbox/Web Development/Coder House/Back-end/Desafios/Proyecto Final/node_modules/mongodb/lib/sdam/monitor.js:138:21
      2    4.1%      LazyCompile: ~nextTick node:internal/process/task_queues:104:18
      2  100.0%        LazyCompile: ~immediate /Users/cristianmarcos/Dropbox/Web Development/Coder House/Back-end/Desafios/Proyecto Final/node_modules/mongoose/lib/helpers/immediate.js:12:36
      2  100.0%          LazyCompile: ~<anonymous> /Users/cristianmarcos/Dropbox/Web Development/Coder House/Back-end/Desafios/Proyecto Final/node_modules/mongoose/lib/connection.js:566:34
      2  100.0%            LazyCompile: ~promiseOrCallback /Users/cristianmarcos/Dropbox/Web Development/Coder House/Back-end/Desafios/Proyecto Final/node_modules/mongoose/lib/helpers/promiseOrCallback.js:8:44
      2    4.1%      Function: ~<anonymous> node:internal/fs/promises:1:1
      2  100.0%        LazyCompile: ~compileForInternalLoader node:internal/bootstrap/loaders:299:27
      2  100.0%          LazyCompile: ~nativeModuleRequire node:internal/bootstrap/loaders:332:29
      2  100.0%            Function: ~<anonymous> node:internal/modules/esm/get_source:1:1
      2    4.1%      Function: ~<anonymous> /Users/cristianmarcos/Dropbox/Web Development/Coder House/Back-end/Desafios/Proyecto Final/dist/server.js:1:1
      2  100.0%        LazyCompile: ~Module._compile node:internal/modules/cjs/loader:1055:37
      2  100.0%          LazyCompile: ~Module._extensions..js node:internal/modules/cjs/loader:1110:37
      2  100.0%            LazyCompile: ~Module.load node:internal/modules/cjs/loader:969:33
      1    2.0%      LazyCompile: ~wrapSafe node:internal/modules/cjs/loader:1017:18
      1  100.0%        LazyCompile: ~Module._compile node:internal/modules/cjs/loader:1055:37
      1  100.0%          LazyCompile: ~Module._extensions..js node:internal/modules/cjs/loader:1110:37
      1  100.0%            LazyCompile: ~Module.load node:internal/modules/cjs/loader:969:33
      1    2.0%      LazyCompile: ~toRealPath node:internal/modules/cjs/loader:393:20
      1  100.0%        LazyCompile: ~Module._findPath node:internal/modules/cjs/loader:494:28
      1  100.0%          LazyCompile: ~resolveMainPath node:internal/modules/run_main:11:25
      1  100.0%            LazyCompile: ~executeUserEntryPoint node:internal/modules/run_main:74:31
      1    2.0%      LazyCompile: ~setupWarningHandler node:internal/bootstrap/pre_execution:142:29
      1  100.0%        LazyCompile: ~prepareMainThreadExecution node:internal/bootstrap/pre_execution:23:36
      1  100.0%          Function: ~<anonymous> node:internal/main/run_main_module:1:1
      1    2.0%      LazyCompile: ~resolve node:path:1091:10
      1  100.0%        LazyCompile: ~patchProcessObject node:internal/bootstrap/pre_execution:82:28
      1  100.0%          LazyCompile: ~prepareMainThreadExecution node:internal/bootstrap/pre_execution:23:36
      1  100.0%            Function: ~<anonymous> node:internal/main/run_main_module:1:1
      1    2.0%      LazyCompile: ~parserOnHeadersComplete node:_http_common:77:33
      1    2.0%      LazyCompile: ~parseOpaqueHost /Users/cristianmarcos/Dropbox/Web Development/Coder House/Back-end/Desafios/Proyecto Final/node_modules/whatwg-url/lib/url-state-machine.js:379:25
      1  100.0%        LazyCompile: ~parseHost /Users/cristianmarcos/Dropbox/Web Development/Coder House/Back-end/Desafios/Proyecto Final/node_modules/whatwg-url/lib/url-state-machine.js:328:19
      1  100.0%          LazyCompile: ~parseHostName /Users/cristianmarcos/Dropbox/Web Development/Coder House/Back-end/Desafios/Proyecto Final/node_modules/whatwg-url/lib/url-state-machine.js:773:65
      1  100.0%            LazyCompile: ~URLStateMachine /Users/cristianmarcos/Dropbox/Web Development/Coder House/Back-end/Desafios/Proyecto Final/node_modules/whatwg-url/lib/url-state-machine.js:481:25
      1    2.0%      LazyCompile: ~onResponseHeaders /Users/cristianmarcos/Dropbox/Web Development/Coder House/Back-end/Desafios/Proyecto Final/node_modules/compression/index.js:140:47
      1  100.0%        LazyCompile: ~writeHead /Users/cristianmarcos/Dropbox/Web Development/Coder House/Back-end/Desafios/Proyecto Final/node_modules/on-headers/index.js:28:29
      1  100.0%          LazyCompile: ~_implicitHeader node:_http_server:264:68
      1  100.0%            LazyCompile: ~end /Users/cristianmarcos/Dropbox/Web Development/Coder House/Back-end/Desafios/Proyecto Final/node_modules/compression/index.js:92:28
      1    2.0%      LazyCompile: ~messageHandler /Users/cristianmarcos/Dropbox/Web Development/Coder House/Back-end/Desafios/Proyecto Final/node_modules/mongodb/lib/cmap/connection.js:421:35
      1  100.0%        Function: ^emit node:events:340:44
      1  100.0%          LazyCompile: ~processIncomingData /Users/cristianmarcos/Dropbox/Web Development/Coder House/Back-end/Desafios/Proyecto Final/node_modules/mongodb/lib/cmap/message_stream.js:79:29
      1  100.0%            LazyCompile: ~_write /Users/cristianmarcos/Dropbox/Web Development/Coder House/Back-end/Desafios/Proyecto Final/node_modules/mongodb/lib/cmap/message_stream.js:26:11
      1    2.0%      LazyCompile: ~maxWireVersion /Users/cristianmarcos/Dropbox/Web Development/Coder House/Back-end/Desafios/Proyecto Final/node_modules/mongodb/lib/utils.js:533:24
      1  100.0%        LazyCompile: ~handleOperationResult /Users/cristianmarcos/Dropbox/Web Development/Coder House/Back-end/Desafios/Proyecto Final/node_modules/mongodb/lib/sdam/server.js:322:42
      1  100.0%          LazyCompile: ~messageHandler /Users/cristianmarcos/Dropbox/Web Development/Coder House/Back-end/Desafios/Proyecto Final/node_modules/mongodb/lib/cmap/connection.js:421:35
      1  100.0%            Function: ^emit node:events:340:44
      1    2.0%      LazyCompile: ~makeConnection /Users/cristianmarcos/Dropbox/Web Development/Coder House/Back-end/Desafios/Proyecto Final/node_modules/mongodb/lib/cmap/connect.js:227:24
      1  100.0%        LazyCompile: ~connect /Users/cristianmarcos/Dropbox/Web Development/Coder House/Back-end/Desafios/Proyecto Final/node_modules/mongodb/lib/cmap/connect.js:15:17
      1  100.0%          LazyCompile: ~checkServer /Users/cristianmarcos/Dropbox/Web Development/Coder House/Back-end/Desafios/Proyecto Final/node_modules/mongodb/lib/sdam/monitor.js:138:21
      1  100.0%            LazyCompile: ~<anonymous> /Users/cristianmarcos/Dropbox/Web Development/Coder House/Back-end/Desafios/Proyecto Final/node_modules/mongodb/lib/sdam/monitor.js:222:12
      1    2.0%      LazyCompile: ~isASCIIAlpha /Users/cristianmarcos/Dropbox/Web Development/Coder House/Back-end/Desafios/Proyecto Final/node_modules/whatwg-url/lib/infra.js:9:22
      1  100.0%        LazyCompile: ~parseSchemeStart /Users/cristianmarcos/Dropbox/Web Development/Coder House/Back-end/Desafios/Proyecto Final/node_modules/whatwg-url/lib/url-state-machine.js:540:76
      1  100.0%          Function: ^URLStateMachine /Users/cristianmarcos/Dropbox/Web Development/Coder House/Back-end/Desafios/Proyecto Final/node_modules/whatwg-url/lib/url-state-machine.js:481:25
      1  100.0%            LazyCompile: ~module.exports.basicURLParse /Users/cristianmarcos/Dropbox/Web Development/Coder House/Back-end/Desafios/Proyecto Final/node_modules/whatwg-url/lib/url-state-machine.js:1206:41
      1    2.0%      LazyCompile: ~introduce /Users/cristianmarcos/Dropbox/Web Development/Coder House/Back-end/Desafios/Proyecto Final/node_modules/@dabh/diagnostics/diagnostics.js:134:19
      1  100.0%        LazyCompile: ~nope /Users/cristianmarcos/Dropbox/Web Development/Coder House/Back-end/Desafios/Proyecto Final/node_modules/@dabh/diagnostics/diagnostics.js:152:14
      1  100.0%          LazyCompile: ~dev /Users/cristianmarcos/Dropbox/Web Development/Coder House/Back-end/Desafios/Proyecto Final/node_modules/@dabh/diagnostics/node/development.js:12:38
      1  100.0%            Function: ~<anonymous> /Users/cristianmarcos/Dropbox/Web Development/Coder House/Back-end/Desafios/Proyecto Final/node_modules/winston/lib/winston/rejection-handler.js:1:1
      1    2.0%      LazyCompile: ~encodings /Users/cristianmarcos/Dropbox/Web Development/Coder House/Back-end/Desafios/Proyecto Final/node_modules/negotiator/index.js:55:52
      1  100.0%        LazyCompile: ~Accepts.encoding.Accepts.encodings /Users/cristianmarcos/Dropbox/Web Development/Coder House/Back-end/Desafios/Proyecto Final/node_modules/accepts/index.js:127:40
      1  100.0%          LazyCompile: ~onResponseHeaders /Users/cristianmarcos/Dropbox/Web Development/Coder House/Back-end/Desafios/Proyecto Final/node_modules/compression/index.js:140:47
      1  100.0%            LazyCompile: ~writeHead /Users/cristianmarcos/Dropbox/Web Development/Coder House/Back-end/Desafios/Proyecto Final/node_modules/on-headers/index.js:28:29
      1    2.0%      LazyCompile: ~dirname node:path:1275:10
      1  100.0%        LazyCompile: ~Module._compile node:internal/modules/cjs/loader:1055:37
      1  100.0%          LazyCompile: ~Module._extensions..js node:internal/modules/cjs/loader:1110:37
      1  100.0%            LazyCompile: ~Module.load node:internal/modules/cjs/loader:969:33
      1    2.0%      LazyCompile: ~command /Users/cristianmarcos/Dropbox/Web Development/Coder House/Back-end/Desafios/Proyecto Final/node_modules/mongodb/lib/cmap/connection.js:161:12
      1  100.0%        LazyCompile: ~<anonymous> /Users/cristianmarcos/Dropbox/Web Development/Coder House/Back-end/Desafios/Proyecto Final/node_modules/mongodb/lib/cmap/connect.js:63:43
      1  100.0%          LazyCompile: ~prepareHandshakeDocument /Users/cristianmarcos/Dropbox/Web Development/Coder House/Back-end/Desafios/Proyecto Final/node_modules/mongodb/lib/cmap/connect.js:128:34
      1  100.0%            LazyCompile: ~performInitialHandshake /Users/cristianmarcos/Dropbox/Web Development/Coder House/Back-end/Desafios/Proyecto Final/node_modules/mongodb/lib/cmap/connect.js:47:33
      1    2.0%      LazyCompile: ~_construct node:internal/fs/streams:42:20
      1  100.0%        LazyCompile: ~constructNT node:internal/streams/destroy:250:21
      1  100.0%          LazyCompile: ~processTicksAndRejections node:internal/process/task_queues:68:35
      1    2.0%      LazyCompile: ~ServerResponse node:_http_server:178:24
      1  100.0%        LazyCompile: ~parserOnIncoming node:_http_server:852:26
      1  100.0%          LazyCompile: ~parserOnHeadersComplete node:_http_common:77:33
      1    2.0%      LazyCompile: ~ServerInit /Users/cristianmarcos/Dropbox/Web Development/Coder House/Back-end/Desafios/Proyecto Final/dist/server.js:128:27
      1  100.0%        Function: ~<anonymous> /Users/cristianmarcos/Dropbox/Web Development/Coder House/Back-end/Desafios/Proyecto Final/dist/server.js:1:1
      1  100.0%          LazyCompile: ~Module._compile node:internal/modules/cjs/loader:1055:37
      1  100.0%            LazyCompile: ~Module._extensions..js node:internal/modules/cjs/loader:1110:37
      1    2.0%      LazyCompile: ~OAuth2Strategy /Users/cristianmarcos/Dropbox/Web Development/Coder House/Back-end/Desafios/Proyecto Final/node_modules/passport-oauth2/lib/strategy.js:77:24
      1  100.0%        LazyCompile: ~Strategy /Users/cristianmarcos/Dropbox/Web Development/Coder House/Back-end/Desafios/Proyecto Final/node_modules/passport-facebook/lib/strategy.js:48:18
      1  100.0%          Function: ~<anonymous> /Users/cristianmarcos/Dropbox/Web Development/Coder House/Back-end/Desafios/Proyecto Final/dist/server.js:1:1
      1  100.0%            LazyCompile: ~Module._compile node:internal/modules/cjs/loader:1055:37
      1    2.0%      LazyCompile: ~Mongoose.model /Users/cristianmarcos/Dropbox/Web Development/Coder House/Back-end/Desafios/Proyecto Final/node_modules/mongoose/lib/index.js:461:36
      1  100.0%        Function: ~<anonymous> /Users/cristianmarcos/Dropbox/Web Development/Coder House/Back-end/Desafios/Proyecto Final/dist/models/modelProducto.js:1:1
      1  100.0%          Function: ^Module._compile node:internal/modules/cjs/loader:1055:37
      1  100.0%            Function: ^Module._extensions..js node:internal/modules/cjs/loader:1110:37
      1    2.0%      LazyCompile: ~<anonymous> node:internal/fs/utils:357:35
      1  100.0%        LazyCompile: ~<anonymous> node:internal/fs/utils:668:38
      1  100.0%          LazyCompile: ~realpathSync node:fs:2408:22
      1  100.0%            LazyCompile: ~toRealPath node:internal/modules/cjs/loader:393:20
      1    2.0%      LazyCompile: ~<anonymous> /Users/cristianmarcos/Dropbox/Web Development/Coder House/Back-end/Desafios/Proyecto Final/node_modules/mongoose/lib/collection.js:82:13
      1  100.0%        Function: ^processTicksAndRejections node:internal/process/task_queues:68:35
      1    2.0%      LazyCompile: ~<anonymous> /Users/cristianmarcos/Dropbox/Web Development/Coder House/Back-end/Desafios/Proyecto Final/node_modules/mongodb/lib/cmap/connect.js:16:29
      1  100.0%        LazyCompile: ~callback /Users/cristianmarcos/Dropbox/Web Development/Coder House/Back-end/Desafios/Proyecto Final/node_modules/mongodb/lib/cmap/connect.js:239:31
      1  100.0%          LazyCompile: ~connectHandler /Users/cristianmarcos/Dropbox/Web Development/Coder House/Back-end/Desafios/Proyecto Final/node_modules/mongodb/lib/cmap/connect.js:270:28
      1  100.0%            LazyCompile: ~onceWrapper node:events:504:21
      1    2.0%      LazyCompile: ~<anonymous> /Users/cristianmarcos/Dropbox/Web Development/Coder House/Back-end/Desafios/Proyecto Final/dist/daos/MongoDbDao.js:4:46
      1  100.0%        t std::__1::vector<std::__1::basic_string<char, std::__1::char_traits<char>, std::__1::allocator<char> >, std::__1::allocator<std::__1::basic_string<char, std::__1::char_traits<char>, std::__1::allocator<char> > > >::push_back(std::__1::basic_string<char, std::__1::char_traits<char>, std::__1::allocator<char> >&&)
      1  100.0%          LazyCompile: ~__awaiter /Users/cristianmarcos/Dropbox/Web Development/Coder House/Back-end/Desafios/Proyecto Final/dist/daos/MongoDbDao.js:2:54
      1  100.0%            LazyCompile: ~<anonymous> /Users/cristianmarcos/Dropbox/Web Development/Coder House/Back-end/Desafios/Proyecto Final/dist/daos/MongoDbDao.js:50:19
      1    2.0%      Function: ~<anonymous> node:internal/main/run_main_module:1:1
      1    2.0%      Function: ~<anonymous> node:internal/fs/rimraf:1:1
      1  100.0%        LazyCompile: ~compileForInternalLoader node:internal/bootstrap/loaders:299:27
      1  100.0%          LazyCompile: ~nativeModuleRequire node:internal/bootstrap/loaders:332:29
      1  100.0%            Function: ~<anonymous> node:internal/fs/promises:1:1
      1    2.0%      Function: ~<anonymous> /Users/cristianmarcos/Dropbox/Web Development/Coder House/Back-end/Desafios/Proyecto Final/node_modules/winston/lib/winston.js:1:1
      1  100.0%        Function: ^Module._compile node:internal/modules/cjs/loader:1055:37
      1  100.0%          Function: ^Module._extensions..js node:internal/modules/cjs/loader:1110:37
      1  100.0%            Function: ^Module.load node:internal/modules/cjs/loader:969:33
      1    2.0%      Function: ~<anonymous> /Users/cristianmarcos/Dropbox/Web Development/Coder House/Back-end/Desafios/Proyecto Final/node_modules/knex/lib/schema/tablebuilder.js:1:1
      1  100.0%        Function: ^Module._compile node:internal/modules/cjs/loader:1055:37
      1  100.0%          Function: ^Module._extensions..js node:internal/modules/cjs/loader:1110:37
      1  100.0%            Function: ^Module.load node:internal/modules/cjs/loader:969:33
      1    2.0%      Function: ~<anonymous> /Users/cristianmarcos/Dropbox/Web Development/Coder House/Back-end/Desafios/Proyecto Final/node_modules/color-string/index.js:1:1
      1  100.0%        Function: ^Module._compile node:internal/modules/cjs/loader:1055:37
      1  100.0%          Function: ^Module._extensions..js node:internal/modules/cjs/loader:1110:37
      1  100.0%            Function: ^Module.load node:internal/modules/cjs/loader:969:33
      1    2.0%      Function: ^wrapfunction /Users/cristianmarcos/Dropbox/Web Development/Coder House/Back-end/Desafios/Proyecto Final/node_modules/depd/index.js:397:23
